mirna_feature,mirna_name,gene
hsa-mir-362,hsa-mir-362,LPIN1
hsa-mir-362,hsa-mir-362,UBE2E3
hsa-mir-362,hsa-mir-362,MTHFD1L
hsa-mir-362,hsa-mir-362,SERBP1
hsa-mir-155,hsa-mir-155,SHCBP1
hsa-mir-155,hsa-mir-155,USP6NL
hsa-mir-155,hsa-mir-155,NMT2
hsa-mir-155,hsa-mir-155,NXN
hsa-mir-155,hsa-mir-155,JOSD1
hsa-mir-155,hsa-mir-155,GMPS
hsa-mir-155,hsa-mir-155,CDK6
hsa-mir-155,hsa-mir-155,DONSON
hsa-mir-155,hsa-mir-155,GPM6B
hsa-mir-155,hsa-mir-155,TRIM2
hsa-mir-155,hsa-mir-155,NUDT5
hsa-mir-155,hsa-mir-155,CDC42EP1
hsa-mir-155,hsa-mir-155,ANP32E
hsa-mir-155,hsa-mir-155,CBX2
hsa-mir-155,hsa-mir-155,FAM171A1
hsa-mir-155,hsa-mir-155,ANLN
hsa-mir-155,hsa-mir-155,MRAS
hsa-mir-155,hsa-mir-155,MYO10
hsa-mir-155,hsa-mir-155,CEP55
hsa-mir-155,hsa-mir-155,SOX11
hsa-mir-155,hsa-mir-155,GPN1
hsa-mir-155,hsa-mir-155,TRIM29
hsa-mir-155,hsa-mir-155,CEBPB
hsa-mir-155,hsa-mir-155,E2F3
hsa-mir-155,hsa-mir-155,PIM1
hsa-mir-155,hsa-mir-155,RHEB
hsa-mir-155,hsa-mir-155,SOX10
hsa-mir-155,hsa-mir-155,PSAT1
hsa-mir-155,hsa-mir-155,STK38
hsa-mir-155,hsa-mir-155,EML4
hsa-mir-155,hsa-mir-155,CDC25A
hsa-mir-155,hsa-mir-155,PSMG1
hsa-mir-155,hsa-mir-155,GATA3
hsa-mir-155,hsa-mir-155,PDIA6
hsa-mir-155,hsa-mir-155,CHST3
hsa-mir-155,hsa-mir-155,CDCA2
hsa-mir-155,hsa-mir-155,HDGF
hsa-mir-155,hsa-mir-155,KIF23
hsa-mir-155,hsa-mir-155,RAP2B
hsa-mir-155,hsa-mir-155,SRPK1
hsa-mir-155,hsa-mir-155,SEPHS1
hsa-mir-155,hsa-mir-155,CLCN4
hsa-mir-155,hsa-mir-155,MPP6
hsa-mir-155,hsa-mir-155,SERBP1
hsa-mir-155,hsa-mir-155,OIP5
hsa-mir-155,hsa-mir-155,CHEK1
hsa-mir-3136,hsa-mir-3136,KIAA0141
hsa-mir-3136,hsa-mir-3136,KHDRBS3
hsa-mir-3136,hsa-mir-3136,UCK2
hsa-mir-3136,hsa-mir-3136,RAP2B
hsa-mir-3136,hsa-mir-3136,MSN
hsa-mir-3136,hsa-mir-3136,SEPHS1
hsa-mir-3136,hsa-mir-3136,PSMB2
hsa-mir-3136,hsa-mir-3136,ATL2
hsa-mir-3136,hsa-mir-3136,SOX11
hsa-mir-511,hsa-mir-511,NUDT5
hsa-mir-511,hsa-mir-511,XPO5
hsa-mir-7112,hsa-mir-7112,PIM1
hsa-mir-7112,hsa-mir-7112,TUBB6
hsa-mir-7112,hsa-mir-7112,SFT2D2
hsa-mir-7112,hsa-mir-7112,CRY2
hsa-mir-7112,hsa-mir-7112,MEMO1
hsa-mir-7112,hsa-mir-7112,CENPO
hsa-mir-7112,hsa-mir-7112,GABRP
hsa-mir-7112,hsa-mir-7112,GPSM2
hsa-mir-17,hsa-mir-17,NMT2
hsa-mir-17,hsa-mir-17,CDCA7
hsa-mir-17,hsa-mir-17,JOSD1
hsa-mir-17,hsa-mir-17,FOXA1
hsa-mir-17,hsa-mir-17,CDK6
hsa-mir-17,hsa-mir-17,DONSON
hsa-mir-17,hsa-mir-17,TRIM2
hsa-mir-17,hsa-mir-17,MASTL
hsa-mir-17,hsa-mir-17,ANP32E
hsa-mir-17,hsa-mir-17,MCM3
hsa-mir-17,hsa-mir-17,CRY2
hsa-mir-17,hsa-mir-17,MRAS
hsa-mir-17,hsa-mir-17,PPARA
hsa-mir-17,hsa-mir-17,XPO5
hsa-mir-17,hsa-mir-17,E2F3
hsa-mir-17,hsa-mir-17,STK38
hsa-mir-17,hsa-mir-17,CDCA3
hsa-mir-17,hsa-mir-17,EML4
hsa-mir-17,hsa-mir-17,TROAP
hsa-mir-17,hsa-mir-17,RACGAP1
hsa-mir-17,hsa-mir-17,CHST3
hsa-mir-17,hsa-mir-17,UBE2E3
hsa-mir-17,hsa-mir-17,LYN
hsa-mir-17,hsa-mir-17,PFKP
hsa-mir-17,hsa-mir-17,UBXN2A
hsa-mir-17,hsa-mir-17,KIF23
hsa-mir-17,hsa-mir-17,BTG3
hsa-mir-17,hsa-mir-17,LMO4
hsa-mir-17,hsa-mir-17,BAG2
hsa-mir-17,hsa-mir-17,SEPHS1
hsa-mir-17,hsa-mir-17,CENPO
hsa-mir-17,hsa-mir-17,RUNDC1
hsa-mir-17,hsa-mir-17,TCF7L1
hsa-mir-146b,hsa-mir-146b,EML4
hsa-mir-146b,hsa-mir-146b,NMT2
hsa-mir-146b,hsa-mir-146b,JOSD1
hsa-mir-146b,hsa-mir-146b,GMPS
hsa-mir-146b,hsa-mir-146b,CHST3
hsa-mir-146b,hsa-mir-146b,CDK6
hsa-mir-146b,hsa-mir-146b,DONSON
hsa-mir-146b,hsa-mir-146b,TRIM2
hsa-mir-146b,hsa-mir-146b,UBXN2A
hsa-mir-146b,hsa-mir-146b,TUBB6
hsa-mir-146b,hsa-mir-146b,ANP32E
hsa-mir-146b,hsa-mir-146b,MRAS
hsa-mir-146b,hsa-mir-146b,IRAK1
hsa-mir-146b,hsa-mir-146b,CLCN4
hsa-mir-4999,hsa-mir-4999,TBC1D22B
hsa-mir-4999,hsa-mir-4999,KIAA0141
hsa-mir-4999,hsa-mir-4999,CDCA7
hsa-mir-4999,hsa-mir-4999,SHCBP1
hsa-mir-4999,hsa-mir-4999,LMNB2
hsa-mir-4999,hsa-mir-4999,COMMD2
hsa-mir-4999,hsa-mir-4999,E2F3
hsa-mir-4999,hsa-mir-4999,YBX1
hsa-mir-4999,hsa-mir-4999,EML4
hsa-mir-4999,hsa-mir-4999,CDK6
hsa-mir-106a,hsa-mir-106a,NMT2
hsa-mir-106a,hsa-mir-106a,CDCA7
hsa-mir-106a,hsa-mir-106a,JOSD1
hsa-mir-106a,hsa-mir-106a,FOXA1
hsa-mir-106a,hsa-mir-106a,CDK6
hsa-mir-106a,hsa-mir-106a,DONSON
hsa-mir-106a,hsa-mir-106a,TBC1D22B
hsa-mir-106a,hsa-mir-106a,ST8SIA1
hsa-mir-106a,hsa-mir-106a,TRIM2
hsa-mir-106a,hsa-mir-106a,MASTL
hsa-mir-106a,hsa-mir-106a,ANP32E
hsa-mir-106a,hsa-mir-106a,MCM3
hsa-mir-106a,hsa-mir-106a,CRY2
hsa-mir-106a,hsa-mir-106a,MRAS
hsa-mir-106a,hsa-mir-106a,PPARA
hsa-mir-106a,hsa-mir-106a,E2F3
hsa-mir-106a,hsa-mir-106a,STK38
hsa-mir-106a,hsa-mir-106a,CDCA3
hsa-mir-106a,hsa-mir-106a,EML4
hsa-mir-106a,hsa-mir-106a,TROAP
hsa-mir-106a,hsa-mir-106a,GATA3
hsa-mir-106a,hsa-mir-106a,RACGAP1
hsa-mir-106a,hsa-mir-106a,CHST3
hsa-mir-106a,hsa-mir-106a,LYN
hsa-mir-106a,hsa-mir-106a,PFKP
hsa-mir-106a,hsa-mir-106a,UBXN2A
hsa-mir-106a,hsa-mir-106a,KIF23
hsa-mir-106a,hsa-mir-106a,BTG3
hsa-mir-106a,hsa-mir-106a,BAG2
hsa-mir-106a,hsa-mir-106a,SEPHS1
hsa-mir-106a,hsa-mir-106a,CENPO
hsa-mir-106a,hsa-mir-106a,RUNDC1
hsa-mir-106a,hsa-mir-106a,TCF7L1
hsa-mir-30e,hsa-mir-30e,ANKRA2
hsa-mir-30e,hsa-mir-30e,SLC22A5
hsa-mir-30e,hsa-mir-30e,DSC2
hsa-mir-30e,hsa-mir-30e,E2F3
hsa-mir-30e,hsa-mir-30e,EML4
hsa-mir-30e,hsa-mir-30e,NMT2
hsa-mir-30e,hsa-mir-30e,MTHFD1L
hsa-mir-30e,hsa-mir-30e,CDCA7
hsa-mir-30e,hsa-mir-30e,JOSD1
hsa-mir-30e,hsa-mir-30e,TSPAN33
hsa-mir-30e,hsa-mir-30e,DBF4
hsa-mir-30e,hsa-mir-30e,YBX1
hsa-mir-30e,hsa-mir-30e,ATL2
hsa-mir-30e,hsa-mir-30e,FOXA1
hsa-mir-30e,hsa-mir-30e,ST8SIA1
hsa-mir-30e,hsa-mir-30e,LYN
hsa-mir-30e,hsa-mir-30e,UGT8
hsa-mir-30e,hsa-mir-30e,IFNAR2
hsa-mir-30e,hsa-mir-30e,UBXN2A
hsa-mir-30e,hsa-mir-30e,PPP1R14C
hsa-mir-30e,hsa-mir-30e,RAP2B
hsa-mir-30e,hsa-mir-30e,CBX2
hsa-mir-30e,hsa-mir-30e,CRY2
hsa-mir-30e,hsa-mir-30e,B3GNT5
hsa-mir-30e,hsa-mir-30e,SEPHS1
hsa-mir-30e,hsa-mir-30e,SKP2
hsa-mir-30e,hsa-mir-30e,COTL1
hsa-mir-138-2,hsa-mir-138-2,EZH2
hsa-mir-138-2,hsa-mir-138-2,DEK
hsa-mir-138-2,hsa-mir-138-2,E2F3
hsa-mir-138-2,hsa-mir-138-2,EML4
hsa-mir-138-2,hsa-mir-138-2,NMT2
hsa-mir-138-2,hsa-mir-138-2,NXN
hsa-mir-138-2,hsa-mir-138-2,JOSD1
hsa-mir-138-2,hsa-mir-138-2,RBM28
hsa-mir-138-2,hsa-mir-138-2,CHST3
hsa-mir-138-2,hsa-mir-138-2,CDK6
hsa-mir-138-2,hsa-mir-138-2,DONSON
hsa-mir-138-2,hsa-mir-138-2,LYN
hsa-mir-138-2,hsa-mir-138-2,TRIM2
hsa-mir-138-2,hsa-mir-138-2,PDK1
hsa-mir-138-2,hsa-mir-138-2,FOXC1
hsa-mir-138-2,hsa-mir-138-2,TUBB6
hsa-mir-138-2,hsa-mir-138-2,ANP32E
hsa-mir-138-2,hsa-mir-138-2,MRAS
hsa-mir-138-2,hsa-mir-138-2,PHF5A
hsa-mir-138-2,hsa-mir-138-2,TCF7L1
hsa-mir-138-2,hsa-mir-138-2,COTL1
hsa-let-7d,hsa-let-7d,CDC25A
hsa-let-7d,hsa-let-7d,SUV39H2
hsa-let-7d,hsa-let-7d,JOSD1
hsa-let-7d,hsa-let-7d,TTLL4
hsa-let-7d,hsa-let-7d,LBR
hsa-let-7d,hsa-let-7d,CDCA8
hsa-let-7d,hsa-let-7d,IGF2BP2
hsa-let-7d,hsa-let-7d,CHST3
hsa-let-7d,hsa-let-7d,CDK6
hsa-let-7d,hsa-let-7d,ST8SIA1
hsa-let-7d,hsa-let-7d,RRP1B
hsa-let-7d,hsa-let-7d,CBX2
hsa-let-7d,hsa-let-7d,CRY2
hsa-let-7d,hsa-let-7d,MSN
hsa-let-7d,hsa-let-7d,RNF8
hsa-let-7d,hsa-let-7d,ESPL1
hsa-mir-24-2,hsa-mir-24-2,TBC1D22B
hsa-mir-24-2,hsa-mir-24-2,LMNB2
hsa-mir-24-2,hsa-mir-24-2,UCK2
hsa-mir-24-2,hsa-mir-24-2,PIM1
hsa-mir-24-2,hsa-mir-24-2,FERMT1
hsa-mir-24-2,hsa-mir-24-2,NDUFAF4
hsa-mir-24-2,hsa-mir-24-2,NUF2
hsa-mir-24-2,hsa-mir-24-2,EML4
hsa-mir-24-2,hsa-mir-24-2,CRY2
hsa-mir-24-2,hsa-mir-24-2,B3GNT5
hsa-mir-24-2,hsa-mir-24-2,TSPAN33
hsa-mir-24-2,hsa-mir-24-2,DEPDC1B
hsa-mir-24-2,hsa-mir-24-2,LBR
hsa-mir-24-2,hsa-mir-24-2,RNF8
hsa-mir-24-2,hsa-mir-24-2,ATL2
hsa-mir-24-2,hsa-mir-24-2,FANCE
hsa-mir-1468,hsa-mir-1468,EML4
hsa-mir-1468,hsa-mir-1468,NMT2
hsa-mir-1468,hsa-mir-1468,JOSD1
hsa-mir-1468,hsa-mir-1468,GMPS
hsa-mir-1468,hsa-mir-1468,CHST3
hsa-mir-1468,hsa-mir-1468,CDK6
hsa-mir-1468,hsa-mir-1468,DONSON
hsa-mir-1468,hsa-mir-1468,TRIM2
hsa-mir-1468,hsa-mir-1468,UBXN2A
hsa-mir-1468,hsa-mir-1468,TUBB6
hsa-mir-1468,hsa-mir-1468,ANP32E
hsa-mir-1468,hsa-mir-1468,MRAS
hsa-mir-1468,hsa-mir-1468,IRAK1
hsa-mir-1468,hsa-mir-1468,CLCN4
hsa-mir-24-1,hsa-mir-24-1,TBC1D22B
hsa-mir-24-1,hsa-mir-24-1,LMNB2
hsa-mir-24-1,hsa-mir-24-1,UCK2
hsa-mir-24-1,hsa-mir-24-1,PIM1
hsa-mir-24-1,hsa-mir-24-1,FERMT1
hsa-mir-24-1,hsa-mir-24-1,NDUFAF4
hsa-mir-24-1,hsa-mir-24-1,NUF2
hsa-mir-24-1,hsa-mir-24-1,EML4
hsa-mir-24-1,hsa-mir-24-1,CRY2
hsa-mir-24-1,hsa-mir-24-1,B3GNT5
hsa-mir-24-1,hsa-mir-24-1,TSPAN33
hsa-mir-24-1,hsa-mir-24-1,DEPDC1B
hsa-mir-24-1,hsa-mir-24-1,LBR
hsa-mir-24-1,hsa-mir-24-1,RNF8
hsa-mir-24-1,hsa-mir-24-1,ATL2
hsa-mir-24-1,hsa-mir-24-1,FANCE
hsa-mir-452,hsa-mir-452,SHCBP1
hsa-mir-452,hsa-mir-452,E2F3
hsa-mir-452,hsa-mir-452,SMO
hsa-mir-452,hsa-mir-452,RBM28
hsa-mir-452,hsa-mir-452,MYO10
hsa-mir-452,hsa-mir-452,IGF2BP2
hsa-mir-502,hsa-mir-502,MSH2
hsa-mir-502,hsa-mir-502,ANP32E
hsa-mir-502,hsa-mir-502,CDK6
hsa-mir-18a,hsa-mir-18a,TBC1D1
hsa-mir-18a,hsa-mir-18a,EML4
hsa-mir-18a,hsa-mir-18a,NMT2
hsa-mir-18a,hsa-mir-18a,JOSD1
hsa-mir-18a,hsa-mir-18a,GPSM2
hsa-mir-18a,hsa-mir-18a,IGF2BP2
hsa-mir-18a,hsa-mir-18a,CHST3
hsa-mir-18a,hsa-mir-18a,CDK6
hsa-mir-18a,hsa-mir-18a,DONSON
hsa-mir-18a,hsa-mir-18a,TRIM2
hsa-mir-18a,hsa-mir-18a,FAM136A
hsa-mir-18a,hsa-mir-18a,ANP32E
hsa-mir-18a,hsa-mir-18a,BTG3
hsa-mir-18a,hsa-mir-18a,LMO4
hsa-mir-18a,hsa-mir-18a,MRAS
hsa-mir-18a,hsa-mir-18a,ERBB2
hsa-mir-18a,hsa-mir-18a,CLCN4
hsa-mir-766,hsa-mir-766,PIM1
hsa-mir-766,hsa-mir-766,TUBB6
hsa-mir-766,hsa-mir-766,SFT2D2
hsa-mir-766,hsa-mir-766,CRY2
hsa-mir-766,hsa-mir-766,MEMO1
hsa-mir-766,hsa-mir-766,CENPO
hsa-mir-766,hsa-mir-766,GABRP
hsa-mir-766,hsa-mir-766,GPSM2
hsa-mir-1277,hsa-mir-1277,DONSON
hsa-mir-1277,hsa-mir-1277,TRIM2
hsa-mir-1277,hsa-mir-1277,ANP32E
hsa-mir-1277,hsa-mir-1277,EML4
hsa-mir-1277,hsa-mir-1277,NMT2
hsa-mir-1277,hsa-mir-1277,JOSD1
hsa-mir-1277,hsa-mir-1277,MRAS
hsa-mir-1277,hsa-mir-1277,CHST3
hsa-mir-1277,hsa-mir-1277,CDK6
hsa-mir-19a,hsa-mir-19a,SHCBP1
hsa-mir-19a,hsa-mir-19a,CCDC82
hsa-mir-19a,hsa-mir-19a,STK38
hsa-mir-19a,hsa-mir-19a,EML4
hsa-mir-19a,hsa-mir-19a,NMT2
hsa-mir-19a,hsa-mir-19a,JOSD1
hsa-mir-19a,hsa-mir-19a,MEMO1
hsa-mir-19a,hsa-mir-19a,ATL2
hsa-mir-19a,hsa-mir-19a,RACGAP1
hsa-mir-19a,hsa-mir-19a,CCNA2
hsa-mir-19a,hsa-mir-19a,CHST3
hsa-mir-19a,hsa-mir-19a,CDK6
hsa-mir-19a,hsa-mir-19a,DONSON
hsa-mir-19a,hsa-mir-19a,TRIM2
hsa-mir-19a,hsa-mir-19a,UGT8
hsa-mir-19a,hsa-mir-19a,MASTL
hsa-mir-19a,hsa-mir-19a,RAP2B
hsa-mir-19a,hsa-mir-19a,ANP32E
hsa-mir-19a,hsa-mir-19a,MRAS
hsa-mir-19a,hsa-mir-19a,CEP55
hsa-mir-19a,hsa-mir-19a,PPARA
hsa-mir-19a,hsa-mir-19a,CHEK1
hsa-mir-186,hsa-mir-186,DEK
hsa-mir-186,hsa-mir-186,TBC1D1
hsa-mir-186,hsa-mir-186,NMT2
hsa-mir-186,hsa-mir-186,JOSD1
hsa-mir-186,hsa-mir-186,IGF2BP2
hsa-mir-186,hsa-mir-186,CDK6
hsa-mir-186,hsa-mir-186,DONSON
hsa-mir-186,hsa-mir-186,TRIM2
hsa-mir-186,hsa-mir-186,MASTL
hsa-mir-186,hsa-mir-186,ANP32E
hsa-mir-186,hsa-mir-186,MRAS
hsa-mir-186,hsa-mir-186,ERBB2
hsa-mir-186,hsa-mir-186,SOX11
hsa-mir-186,hsa-mir-186,EML4
hsa-mir-186,hsa-mir-186,GPSM2
hsa-mir-186,hsa-mir-186,CHST3
hsa-mir-186,hsa-mir-186,NASP
hsa-mir-186,hsa-mir-186,KHDRBS3
hsa-mir-186,hsa-mir-186,RSU1
hsa-mir-186,hsa-mir-186,FAM136A
hsa-mir-186,hsa-mir-186,BTG3
hsa-mir-186,hsa-mir-186,SRPK1
hsa-mir-186,hsa-mir-186,LMO4
hsa-mir-186,hsa-mir-186,SEPHS1
hsa-mir-186,hsa-mir-186,CLCN4
hsa-mir-186,hsa-mir-186,CHEK1
hsa-mir-3613,hsa-mir-3613,ST8SIA1
hsa-mir-3613,hsa-mir-3613,FOXM1
hsa-mir-3613,hsa-mir-3613,LAD1
hsa-mir-3613,hsa-mir-3613,GPR161
hsa-mir-3613,hsa-mir-3613,RNF8
hsa-mir-3613,hsa-mir-3613,MSH2
hsa-mir-197,hsa-mir-197,SHCBP1
hsa-mir-197,hsa-mir-197,CCDC82
hsa-mir-197,hsa-mir-197,STK38
hsa-mir-197,hsa-mir-197,EML4
hsa-mir-197,hsa-mir-197,NMT2
hsa-mir-197,hsa-mir-197,JOSD1
hsa-mir-197,hsa-mir-197,MEMO1
hsa-mir-197,hsa-mir-197,ATL2
hsa-mir-197,hsa-mir-197,RACGAP1
hsa-mir-197,hsa-mir-197,CCNA2
hsa-mir-197,hsa-mir-197,CHST3
hsa-mir-197,hsa-mir-197,CDK6
hsa-mir-197,hsa-mir-197,DONSON
hsa-mir-197,hsa-mir-197,TRIM2
hsa-mir-197,hsa-mir-197,UGT8
hsa-mir-197,hsa-mir-197,MASTL
hsa-mir-197,hsa-mir-197,RAP2B
hsa-mir-197,hsa-mir-197,ANP32E
hsa-mir-197,hsa-mir-197,MRAS
hsa-mir-197,hsa-mir-197,CEP55
hsa-mir-197,hsa-mir-197,PPARA
hsa-mir-197,hsa-mir-197,CHEK1
hsa-mir-33a,hsa-mir-33a,TRIM2
hsa-mir-33a,hsa-mir-33a,PIM1
hsa-mir-33a,hsa-mir-33a,XBP1
hsa-mir-33a,hsa-mir-33a,PSMG1
hsa-mir-33a,hsa-mir-33a,BAG2
hsa-mir-33a,hsa-mir-33a,RAD51
hsa-mir-33a,hsa-mir-33a,CDK6
hsa-mir-130a,hsa-mir-130a,FANCA
hsa-mir-130a,hsa-mir-130a,RASAL1
hsa-mir-130a,hsa-mir-130a,DEPDC1
hsa-mir-130a,hsa-mir-130a,EML4
hsa-mir-130a,hsa-mir-130a,NMT2
hsa-mir-130a,hsa-mir-130a,JOSD1
hsa-mir-130a,hsa-mir-130a,MEMO1
hsa-mir-130a,hsa-mir-130a,LBR
hsa-mir-130a,hsa-mir-130a,PRKD3
hsa-mir-130a,hsa-mir-130a,RACGAP1
hsa-mir-130a,hsa-mir-130a,CCNA2
hsa-mir-130a,hsa-mir-130a,CHST3
hsa-mir-130a,hsa-mir-130a,CDK6
hsa-mir-130a,hsa-mir-130a,DONSON
hsa-mir-130a,hsa-mir-130a,TRIM2
hsa-mir-130a,hsa-mir-130a,UGT8
hsa-mir-130a,hsa-mir-130a,PRNP
hsa-mir-130a,hsa-mir-130a,RBM17
hsa-mir-130a,hsa-mir-130a,ANP32E
hsa-mir-130a,hsa-mir-130a,MRAS
hsa-mir-130a,hsa-mir-130a,CENPO
hsa-mir-130a,hsa-mir-130a,RUNDC1
hsa-mir-130a,hsa-mir-130a,MYO10
hsa-mir-130a,hsa-mir-130a,CEP55
hsa-mir-130a,hsa-mir-130a,CLCN4
hsa-mir-130a,hsa-mir-130a,MPP6
hsa-mir-130a,hsa-mir-130a,SERBP1
hsa-mir-548d-1,hsa-mir-548d-1,LPIN1
hsa-mir-548d-1,hsa-mir-548d-1,IFRD1
hsa-mir-548d-1,hsa-mir-548d-1,DEK
hsa-mir-548d-1,hsa-mir-548d-1,E2F3
hsa-mir-548d-1,hsa-mir-548d-1,USP6NL
hsa-mir-548d-1,hsa-mir-548d-1,CCDC82
hsa-mir-548d-1,hsa-mir-548d-1,PSAT1
hsa-mir-548d-1,hsa-mir-548d-1,GLIPR2
hsa-mir-548d-1,hsa-mir-548d-1,PPP1CB
hsa-mir-548d-1,hsa-mir-548d-1,TUBB
hsa-mir-548d-1,hsa-mir-548d-1,LBR
hsa-mir-548d-1,hsa-mir-548d-1,PSME4
hsa-mir-548d-1,hsa-mir-548d-1,ATL2
hsa-mir-548d-1,hsa-mir-548d-1,CCNA2
hsa-mir-548d-1,hsa-mir-548d-1,TBC1D22B
hsa-mir-548d-1,hsa-mir-548d-1,RIPK2
hsa-mir-548d-1,hsa-mir-548d-1,TRIM2
hsa-mir-548d-1,hsa-mir-548d-1,LMO4
hsa-mir-548d-1,hsa-mir-548d-1,MSN
hsa-mir-548d-1,hsa-mir-548d-1,TIGD2
hsa-mir-548d-1,hsa-mir-548d-1,SEPHS1
hsa-mir-548d-1,hsa-mir-548d-1,GPR161
