mirna_feature,mirna_name,gene
hsa-mir-934,hsa-mir-934,OIP5
hsa-mir-590,hsa-mir-590,TIGD2
hsa-mir-590,hsa-mir-590,KIF11
hsa-mir-590,hsa-mir-590,NUDT5
hsa-mir-590,hsa-mir-590,SKP2
hsa-mir-590,hsa-mir-590,PSRC1
hsa-mir-590,hsa-mir-590,MSH2
hsa-mir-590,hsa-mir-590,MICALL1
hsa-mir-590,hsa-mir-590,CDC25A
hsa-mir-590,hsa-mir-590,CDK6
hsa-mir-10b,hsa-mir-10b,E2F3
hsa-mir-10b,hsa-mir-10b,EML4
hsa-mir-10b,hsa-mir-10b,NMT2
hsa-mir-10b,hsa-mir-10b,JOSD1
hsa-mir-10b,hsa-mir-10b,GATA3
hsa-mir-10b,hsa-mir-10b,CHST3
hsa-mir-10b,hsa-mir-10b,CDK6
hsa-mir-10b,hsa-mir-10b,DONSON
hsa-mir-10b,hsa-mir-10b,TBC1D22B
hsa-mir-10b,hsa-mir-10b,ST8SIA1
hsa-mir-10b,hsa-mir-10b,TRIM2
hsa-mir-10b,hsa-mir-10b,ANP32E
hsa-mir-10b,hsa-mir-10b,MRAS
hsa-mir-769,hsa-mir-769,PIM1
hsa-mir-769,hsa-mir-769,TUBB6
hsa-mir-769,hsa-mir-769,SFT2D2
hsa-mir-769,hsa-mir-769,CRY2
hsa-mir-769,hsa-mir-769,MEMO1
hsa-mir-769,hsa-mir-769,CENPO
hsa-mir-769,hsa-mir-769,GABRP
hsa-mir-769,hsa-mir-769,GPSM2
hsa-mir-210,hsa-mir-210,TIGD2
hsa-mir-210,hsa-mir-210,KIF11
hsa-mir-210,hsa-mir-210,NUDT5
hsa-mir-210,hsa-mir-210,E2F3
hsa-mir-210,hsa-mir-210,SKP2
hsa-mir-210,hsa-mir-210,USP6NL
hsa-mir-210,hsa-mir-210,PSRC1
hsa-mir-210,hsa-mir-210,MSH2
hsa-mir-210,hsa-mir-210,RAP2B
hsa-mir-210,hsa-mir-210,MICALL1
hsa-mir-210,hsa-mir-210,CDC25A
hsa-mir-210,hsa-mir-210,CDK6
hsa-mir-301b,hsa-mir-301b,FANCA
hsa-mir-301b,hsa-mir-301b,SLC22A5
hsa-mir-301b,hsa-mir-301b,NMT2
hsa-mir-301b,hsa-mir-301b,CDCA7
hsa-mir-301b,hsa-mir-301b,JOSD1
hsa-mir-301b,hsa-mir-301b,TSPAN33
hsa-mir-301b,hsa-mir-301b,LBR
hsa-mir-301b,hsa-mir-301b,PRKD3
hsa-mir-301b,hsa-mir-301b,YBX1
hsa-mir-301b,hsa-mir-301b,FOXA1
hsa-mir-301b,hsa-mir-301b,CCNA2
hsa-mir-301b,hsa-mir-301b,ST8SIA1
hsa-mir-301b,hsa-mir-301b,TRIM2
hsa-mir-301b,hsa-mir-301b,PRNP
hsa-mir-301b,hsa-mir-301b,IFNAR2
hsa-mir-301b,hsa-mir-301b,CBX2
hsa-mir-301b,hsa-mir-301b,CRY2
hsa-mir-301b,hsa-mir-301b,B3GNT5
hsa-mir-301b,hsa-mir-301b,SKP2
hsa-mir-301b,hsa-mir-301b,MYO10
hsa-mir-301b,hsa-mir-301b,CEP55
hsa-mir-301b,hsa-mir-301b,ANKRA2
hsa-mir-301b,hsa-mir-301b,RASAL1
hsa-mir-301b,hsa-mir-301b,DEPDC1
hsa-mir-301b,hsa-mir-301b,DSC2
hsa-mir-301b,hsa-mir-301b,E2F3
hsa-mir-301b,hsa-mir-301b,EML4
hsa-mir-301b,hsa-mir-301b,MTHFD1L
hsa-mir-301b,hsa-mir-301b,DBF4
hsa-mir-301b,hsa-mir-301b,MEMO1
hsa-mir-301b,hsa-mir-301b,ATL2
hsa-mir-301b,hsa-mir-301b,RACGAP1
hsa-mir-301b,hsa-mir-301b,LYN
hsa-mir-301b,hsa-mir-301b,UGT8
hsa-mir-301b,hsa-mir-301b,RBM17
hsa-mir-301b,hsa-mir-301b,UBXN2A
hsa-mir-301b,hsa-mir-301b,PPP1R14C
hsa-mir-301b,hsa-mir-301b,RAP2B
hsa-mir-301b,hsa-mir-301b,SEPHS1
hsa-mir-301b,hsa-mir-301b,CENPO
hsa-mir-301b,hsa-mir-301b,RUNDC1
hsa-mir-301b,hsa-mir-301b,CLCN4
hsa-mir-301b,hsa-mir-301b,MPP6
hsa-mir-301b,hsa-mir-301b,SERBP1
hsa-mir-301b,hsa-mir-301b,COTL1
hsa-mir-1307,hsa-mir-1307,FANCA
hsa-mir-1307,hsa-mir-1307,RASAL1
hsa-mir-1307,hsa-mir-1307,DEPDC1
hsa-mir-1307,hsa-mir-1307,EML4
hsa-mir-1307,hsa-mir-1307,NMT2
hsa-mir-1307,hsa-mir-1307,JOSD1
hsa-mir-1307,hsa-mir-1307,MEMO1
hsa-mir-1307,hsa-mir-1307,LBR
hsa-mir-1307,hsa-mir-1307,PRKD3
hsa-mir-1307,hsa-mir-1307,RACGAP1
hsa-mir-1307,hsa-mir-1307,CCNA2
hsa-mir-1307,hsa-mir-1307,CHST3
hsa-mir-1307,hsa-mir-1307,CDK6
hsa-mir-1307,hsa-mir-1307,DONSON
hsa-mir-1307,hsa-mir-1307,TRIM2
hsa-mir-1307,hsa-mir-1307,UGT8
hsa-mir-1307,hsa-mir-1307,PRNP
hsa-mir-1307,hsa-mir-1307,RBM17
hsa-mir-1307,hsa-mir-1307,ANP32E
hsa-mir-1307,hsa-mir-1307,MRAS
hsa-mir-1307,hsa-mir-1307,CENPO
hsa-mir-1307,hsa-mir-1307,RUNDC1
hsa-mir-1307,hsa-mir-1307,MYO10
hsa-mir-1307,hsa-mir-1307,CEP55
hsa-mir-1307,hsa-mir-1307,CLCN4
hsa-mir-1307,hsa-mir-1307,MPP6
hsa-mir-1307,hsa-mir-1307,SERBP1
hsa-mir-93,hsa-mir-93,GLIPR2
hsa-mir-93,hsa-mir-93,NMT2
hsa-mir-93,hsa-mir-93,CDCA7
hsa-mir-93,hsa-mir-93,JOSD1
hsa-mir-93,hsa-mir-93,FOXA1
hsa-mir-93,hsa-mir-93,CENPF
hsa-mir-93,hsa-mir-93,EN1
hsa-mir-93,hsa-mir-93,IGF2BP2
hsa-mir-93,hsa-mir-93,CDK6
hsa-mir-93,hsa-mir-93,L3MBTL4
hsa-mir-93,hsa-mir-93,TRIM2
hsa-mir-93,hsa-mir-93,MASTL
hsa-mir-93,hsa-mir-93,MCM3
hsa-mir-93,hsa-mir-93,CRY2
hsa-mir-93,hsa-mir-93,MYO10
hsa-mir-93,hsa-mir-93,PPARA
hsa-mir-93,hsa-mir-93,E2F3
hsa-mir-93,hsa-mir-93,STK38
hsa-mir-93,hsa-mir-93,CDCA3
hsa-mir-93,hsa-mir-93,TROAP
hsa-mir-93,hsa-mir-93,CDC25A
hsa-mir-93,hsa-mir-93,MTHFD1L
hsa-mir-93,hsa-mir-93,STMN1
hsa-mir-93,hsa-mir-93,ATL2
hsa-mir-93,hsa-mir-93,RAD51
hsa-mir-93,hsa-mir-93,RACGAP1
hsa-mir-93,hsa-mir-93,NCAPG
hsa-mir-93,hsa-mir-93,LYN
hsa-mir-93,hsa-mir-93,PFKP
hsa-mir-93,hsa-mir-93,UBXN2A
hsa-mir-93,hsa-mir-93,KIF23
hsa-mir-93,hsa-mir-93,MICALL1
hsa-mir-93,hsa-mir-93,FAM136A
hsa-mir-93,hsa-mir-93,BTG3
hsa-mir-93,hsa-mir-93,SRPK1
hsa-mir-93,hsa-mir-93,BAG2
hsa-mir-93,hsa-mir-93,HDAC2
hsa-mir-93,hsa-mir-93,SEPHS1
hsa-mir-93,hsa-mir-93,CENPO
hsa-mir-93,hsa-mir-93,RUNDC1
hsa-mir-93,hsa-mir-93,CLCN4
hsa-mir-93,hsa-mir-93,TCF7L1
hsa-mir-93,hsa-mir-93,SERBP1
hsa-mir-93,hsa-mir-93,OIP5
hsa-mir-23a,hsa-mir-23a,DEPDC1
hsa-mir-23a,hsa-mir-23a,USP6NL
hsa-mir-23a,hsa-mir-23a,CCDC82
hsa-mir-23a,hsa-mir-23a,STK38
hsa-mir-23a,hsa-mir-23a,EML4
hsa-mir-23a,hsa-mir-23a,RPIA
hsa-mir-23a,hsa-mir-23a,TRDMT1
hsa-mir-23a,hsa-mir-23a,GMPS
hsa-mir-23a,hsa-mir-23a,PPP1CB
hsa-mir-23a,hsa-mir-23a,LBR
hsa-mir-23a,hsa-mir-23a,PRKD3
hsa-mir-23a,hsa-mir-23a,PDIA6
hsa-mir-23a,hsa-mir-23a,FOXA1
hsa-mir-23a,hsa-mir-23a,MELK
hsa-mir-23a,hsa-mir-23a,CHST3
hsa-mir-23a,hsa-mir-23a,ST8SIA1
hsa-mir-23a,hsa-mir-23a,RAP2B
hsa-mir-23a,hsa-mir-23a,SRPK1
hsa-mir-23a,hsa-mir-23a,B3GNT5
hsa-mir-23a,hsa-mir-23a,SEPHS1
hsa-mir-23a,hsa-mir-23a,SOX11
hsa-let-7i,hsa-let-7i,CDC25A
hsa-let-7i,hsa-let-7i,SUV39H2
hsa-let-7i,hsa-let-7i,JOSD1
hsa-let-7i,hsa-let-7i,TTLL4
hsa-let-7i,hsa-let-7i,LBR
hsa-let-7i,hsa-let-7i,CDCA8
hsa-let-7i,hsa-let-7i,IGF2BP2
hsa-let-7i,hsa-let-7i,CHST3
hsa-let-7i,hsa-let-7i,CDK6
hsa-let-7i,hsa-let-7i,ST8SIA1
hsa-let-7i,hsa-let-7i,RRP1B
hsa-let-7i,hsa-let-7i,CBX2
hsa-let-7i,hsa-let-7i,CRY2
hsa-let-7i,hsa-let-7i,MSN
hsa-let-7i,hsa-let-7i,RNF8
hsa-let-7i,hsa-let-7i,ESPL1
hsa-mir-3691,hsa-mir-3691,NCK1
hsa-mir-3691,hsa-mir-3691,LPIN1
hsa-mir-3691,hsa-mir-3691,UBE2E3
hsa-mir-3691,hsa-mir-3691,CEBPB
hsa-mir-3691,hsa-mir-3691,KIF20A
hsa-mir-3691,hsa-mir-3691,SEPHS1
hsa-mir-3691,hsa-mir-3691,TUBB
hsa-mir-3691,hsa-mir-3691,CKAP2L
hsa-mir-3691,hsa-mir-3691,MYO10
hsa-mir-92a-1,hsa-mir-92a-1,EZH2
hsa-mir-92a-1,hsa-mir-92a-1,GLIPR2
hsa-mir-92a-1,hsa-mir-92a-1,NMT2
hsa-mir-92a-1,hsa-mir-92a-1,JOSD1
hsa-mir-92a-1,hsa-mir-92a-1,CENPF
hsa-mir-92a-1,hsa-mir-92a-1,EN1
hsa-mir-92a-1,hsa-mir-92a-1,IGF2BP2
hsa-mir-92a-1,hsa-mir-92a-1,L3MBTL4
hsa-mir-92a-1,hsa-mir-92a-1,TRIM2
hsa-mir-92a-1,hsa-mir-92a-1,ANP32E
hsa-mir-92a-1,hsa-mir-92a-1,MYO10
hsa-mir-92a-1,hsa-mir-92a-1,PPARA
hsa-mir-92a-1,hsa-mir-92a-1,SOX11
hsa-mir-92a-1,hsa-mir-92a-1,DSC2
hsa-mir-92a-1,hsa-mir-92a-1,E2F3
hsa-mir-92a-1,hsa-mir-92a-1,CDC25A
hsa-mir-92a-1,hsa-mir-92a-1,MTHFD1L
hsa-mir-92a-1,hsa-mir-92a-1,STMN1
hsa-mir-92a-1,hsa-mir-92a-1,ATL2
hsa-mir-92a-1,hsa-mir-92a-1,RAD51
hsa-mir-92a-1,hsa-mir-92a-1,NCAPG
hsa-mir-92a-1,hsa-mir-92a-1,XBP1
hsa-mir-92a-1,hsa-mir-92a-1,MICALL1
hsa-mir-92a-1,hsa-mir-92a-1,FAM136A
hsa-mir-92a-1,hsa-mir-92a-1,SRPK1
hsa-mir-92a-1,hsa-mir-92a-1,HDAC2
hsa-mir-92a-1,hsa-mir-92a-1,RUNDC1
hsa-mir-92a-1,hsa-mir-92a-1,CLCN4
hsa-mir-92a-1,hsa-mir-92a-1,SERBP1
hsa-mir-92a-1,hsa-mir-92a-1,OIP5
hsa-mir-25,hsa-mir-25,EZH2
hsa-mir-25,hsa-mir-25,LPIN1
hsa-mir-25,hsa-mir-25,DSC2
hsa-mir-25,hsa-mir-25,E2F3
hsa-mir-25,hsa-mir-25,JOSD1
hsa-mir-25,hsa-mir-25,CENPF
hsa-mir-25,hsa-mir-25,XBP1
hsa-mir-25,hsa-mir-25,ANP32E
hsa-mir-25,hsa-mir-25,MYO10
hsa-mir-25,hsa-mir-25,SOX11
hsa-mir-378a,hsa-mir-378a,FANCA
hsa-mir-378a,hsa-mir-378a,SKP2
hsa-mir-378a,hsa-mir-378a,UCK2
hsa-mir-378a,hsa-mir-378a,GLIPR2
hsa-mir-378a,hsa-mir-378a,NMT2
hsa-mir-378a,hsa-mir-378a,XPO5
hsa-mir-939,hsa-mir-939,GLIPR2
hsa-mir-939,hsa-mir-939,NMT2
hsa-mir-939,hsa-mir-939,CDCA7
hsa-mir-939,hsa-mir-939,JOSD1
hsa-mir-939,hsa-mir-939,FOXA1
hsa-mir-939,hsa-mir-939,CENPF
hsa-mir-939,hsa-mir-939,EN1
hsa-mir-939,hsa-mir-939,IGF2BP2
hsa-mir-939,hsa-mir-939,CDK6
hsa-mir-939,hsa-mir-939,L3MBTL4
hsa-mir-939,hsa-mir-939,TRIM2
hsa-mir-939,hsa-mir-939,MASTL
hsa-mir-939,hsa-mir-939,MCM3
hsa-mir-939,hsa-mir-939,CRY2
hsa-mir-939,hsa-mir-939,MYO10
hsa-mir-939,hsa-mir-939,PPARA
hsa-mir-939,hsa-mir-939,E2F3
hsa-mir-939,hsa-mir-939,STK38
hsa-mir-939,hsa-mir-939,CDCA3
hsa-mir-939,hsa-mir-939,TROAP
hsa-mir-939,hsa-mir-939,CDC25A
hsa-mir-939,hsa-mir-939,MTHFD1L
hsa-mir-939,hsa-mir-939,STMN1
hsa-mir-939,hsa-mir-939,ATL2
hsa-mir-939,hsa-mir-939,RAD51
hsa-mir-939,hsa-mir-939,RACGAP1
hsa-mir-939,hsa-mir-939,NCAPG
hsa-mir-939,hsa-mir-939,LYN
hsa-mir-939,hsa-mir-939,PFKP
hsa-mir-939,hsa-mir-939,UBXN2A
hsa-mir-939,hsa-mir-939,KIF23
hsa-mir-939,hsa-mir-939,MICALL1
hsa-mir-939,hsa-mir-939,FAM136A
hsa-mir-939,hsa-mir-939,BTG3
hsa-mir-939,hsa-mir-939,SRPK1
hsa-mir-939,hsa-mir-939,BAG2
hsa-mir-939,hsa-mir-939,HDAC2
hsa-mir-939,hsa-mir-939,SEPHS1
hsa-mir-939,hsa-mir-939,CENPO
hsa-mir-939,hsa-mir-939,RUNDC1
hsa-mir-939,hsa-mir-939,CLCN4
hsa-mir-939,hsa-mir-939,TCF7L1
hsa-mir-939,hsa-mir-939,SERBP1
hsa-mir-939,hsa-mir-939,OIP5
hsa-mir-2115,hsa-mir-2115,YARS
hsa-mir-2115,hsa-mir-2115,PSRC1
hsa-mir-2115,hsa-mir-2115,NUF2
hsa-mir-2115,hsa-mir-2115,CDC25A
hsa-mir-2115,hsa-mir-2115,SUV39H2
hsa-mir-2115,hsa-mir-2115,PSMG1
hsa-mir-2115,hsa-mir-2115,RBM28
hsa-mir-2115,hsa-mir-2115,GMPS
hsa-mir-2115,hsa-mir-2115,CDK6
hsa-mir-2115,hsa-mir-2115,KIF11
hsa-mir-2115,hsa-mir-2115,NUDT5
hsa-mir-2115,hsa-mir-2115,KHDRBS3
hsa-mir-2115,hsa-mir-2115,FOXC1
hsa-mir-2115,hsa-mir-2115,UBXN2A
hsa-mir-2115,hsa-mir-2115,MICALL1
hsa-mir-2115,hsa-mir-2115,B3GNT5
hsa-mir-2115,hsa-mir-2115,TIGD2
hsa-mir-2115,hsa-mir-2115,GSG2
hsa-mir-2115,hsa-mir-2115,SKP2
hsa-mir-2115,hsa-mir-2115,JRKL
hsa-mir-2115,hsa-mir-2115,MYO10
hsa-mir-2115,hsa-mir-2115,MSH2
hsa-mir-2115,hsa-mir-2115,TCF7L1
hsa-mir-2115,hsa-mir-2115,SOX11
hsa-mir-2115,hsa-mir-2115,XPO5
hsa-mir-3677,hsa-mir-3677,EZH2
hsa-mir-3677,hsa-mir-3677,DSC2
hsa-mir-3677,hsa-mir-3677,E2F3
hsa-mir-3677,hsa-mir-3677,JOSD1
hsa-mir-3677,hsa-mir-3677,CENPF
hsa-mir-3677,hsa-mir-3677,XBP1
hsa-mir-3677,hsa-mir-3677,ANP32E
hsa-mir-3677,hsa-mir-3677,MYO10
hsa-mir-3677,hsa-mir-3677,SOX11
hsa-mir-501,hsa-mir-501,MSH2
hsa-mir-501,hsa-mir-501,ANP32E
hsa-mir-501,hsa-mir-501,CDK6
hsa-mir-548s,hsa-mir-548s,LPIN1
hsa-mir-548s,hsa-mir-548s,IFRD1
hsa-mir-548s,hsa-mir-548s,DEK
hsa-mir-548s,hsa-mir-548s,E2F3
hsa-mir-548s,hsa-mir-548s,USP6NL
hsa-mir-548s,hsa-mir-548s,CCDC82
hsa-mir-548s,hsa-mir-548s,PSAT1
hsa-mir-548s,hsa-mir-548s,GLIPR2
hsa-mir-548s,hsa-mir-548s,PPP1CB
hsa-mir-548s,hsa-mir-548s,TUBB
hsa-mir-548s,hsa-mir-548s,LBR
hsa-mir-548s,hsa-mir-548s,PSME4
hsa-mir-548s,hsa-mir-548s,ATL2
hsa-mir-548s,hsa-mir-548s,CCNA2
hsa-mir-548s,hsa-mir-548s,TBC1D22B
hsa-mir-548s,hsa-mir-548s,RIPK2
hsa-mir-548s,hsa-mir-548s,TRIM2
hsa-mir-548s,hsa-mir-548s,LMO4
hsa-mir-548s,hsa-mir-548s,MSN
hsa-mir-548s,hsa-mir-548s,TIGD2
hsa-mir-548s,hsa-mir-548s,SEPHS1
hsa-mir-548s,hsa-mir-548s,GPR161
hsa-mir-548s,hsa-mir-548s,ANLN
hsa-mir-548s,hsa-mir-548s,SCHIP1
hsa-mir-548s,hsa-mir-548s,NIP7
hsa-mir-1226,hsa-mir-1226,LMNB2
hsa-mir-1226,hsa-mir-1226,EML4
hsa-mir-1226,hsa-mir-1226,CDC25A
hsa-mir-1226,hsa-mir-1226,NMT2
hsa-mir-1226,hsa-mir-1226,JOSD1
hsa-mir-1226,hsa-mir-1226,ECE2
hsa-mir-1226,hsa-mir-1226,CHST3
hsa-mir-1226,hsa-mir-1226,CDK6
hsa-mir-1226,hsa-mir-1226,DONSON
hsa-mir-1226,hsa-mir-1226,TBC1D22B
hsa-mir-1226,hsa-mir-1226,TRIM2
hsa-mir-1226,hsa-mir-1226,ANP32E
hsa-mir-1226,hsa-mir-1226,CRY2
hsa-mir-1226,hsa-mir-1226,MRAS
hsa-mir-195,hsa-mir-195,SHCBP1
hsa-mir-195,hsa-mir-195,USP6NL
hsa-mir-195,hsa-mir-195,CCDC82
hsa-mir-195,hsa-mir-195,NMT2
hsa-mir-195,hsa-mir-195,JOSD1
hsa-mir-195,hsa-mir-195,CCNA2
hsa-mir-195,hsa-mir-195,CDK6
hsa-mir-195,hsa-mir-195,DONSON
hsa-mir-195,hsa-mir-195,TRIM2
hsa-mir-195,hsa-mir-195,NUDT5
hsa-mir-195,hsa-mir-195,MASTL
hsa-mir-195,hsa-mir-195,ANP32E
hsa-mir-195,hsa-mir-195,CBX2
hsa-mir-195,hsa-mir-195,FAM171A1
hsa-mir-195,hsa-mir-195,ANLN
hsa-mir-195,hsa-mir-195,MRAS
hsa-mir-195,hsa-mir-195,MYO10
hsa-mir-195,hsa-mir-195,CEP55
hsa-mir-195,hsa-mir-195,PPARA
hsa-mir-195,hsa-mir-195,GPN1
hsa-mir-195,hsa-mir-195,TRIM29
hsa-mir-195,hsa-mir-195,E2F3
hsa-mir-195,hsa-mir-195,PIM1
hsa-mir-195,hsa-mir-195,PSAT1
hsa-mir-195,hsa-mir-195,STK38
hsa-mir-195,hsa-mir-195,EML4
hsa-mir-195,hsa-mir-195,CDC25A
hsa-mir-195,hsa-mir-195,MEMO1
hsa-mir-195,hsa-mir-195,PDIA6
hsa-mir-195,hsa-mir-195,ATL2
hsa-mir-195,hsa-mir-195,RACGAP1
hsa-mir-195,hsa-mir-195,CHST3
hsa-mir-195,hsa-mir-195,CDCA2
hsa-mir-195,hsa-mir-195,UGT8
hsa-mir-195,hsa-mir-195,HDGF
hsa-mir-195,hsa-mir-195,KIF23
hsa-mir-195,hsa-mir-195,RAP2B
hsa-mir-195,hsa-mir-195,SRPK1
hsa-mir-195,hsa-mir-195,CLCN4
hsa-mir-195,hsa-mir-195,MPP6
hsa-mir-195,hsa-mir-195,SERBP1
hsa-mir-195,hsa-mir-195,OIP5
hsa-mir-195,hsa-mir-195,CHEK1
hsa-mir-151a,hsa-mir-151a,SHCBP1
hsa-mir-151a,hsa-mir-151a,USP6NL
hsa-mir-151a,hsa-mir-151a,NMT2
hsa-mir-151a,hsa-mir-151a,JOSD1
hsa-mir-151a,hsa-mir-151a,GMPS
hsa-mir-151a,hsa-mir-151a,CDK6
hsa-mir-151a,hsa-mir-151a,DONSON
hsa-mir-151a,hsa-mir-151a,TRIM2
hsa-mir-151a,hsa-mir-151a,NUDT5
hsa-mir-151a,hsa-mir-151a,ANP32E
hsa-mir-151a,hsa-mir-151a,CBX2
hsa-mir-151a,hsa-mir-151a,FAM171A1
hsa-mir-151a,hsa-mir-151a,ANLN
hsa-mir-151a,hsa-mir-151a,MRAS
hsa-mir-151a,hsa-mir-151a,CEP55
hsa-mir-151a,hsa-mir-151a,GPN1
hsa-mir-151a,hsa-mir-151a,TRIM29
hsa-mir-151a,hsa-mir-151a,E2F3
hsa-mir-151a,hsa-mir-151a,PIM1
hsa-mir-151a,hsa-mir-151a,PSAT1
hsa-mir-151a,hsa-mir-151a,STK38
hsa-mir-151a,hsa-mir-151a,PDHA1
hsa-mir-151a,hsa-mir-151a,EML4
hsa-mir-151a,hsa-mir-151a,CDC25A
hsa-mir-151a,hsa-mir-151a,PDIA6
hsa-mir-151a,hsa-mir-151a,CHST3
hsa-mir-151a,hsa-mir-151a,CDCA2
hsa-mir-151a,hsa-mir-151a,HDGF
hsa-mir-151a,hsa-mir-151a,KIF23
hsa-mir-151a,hsa-mir-151a,SRPK1
hsa-mir-151a,hsa-mir-151a,CLCN4
hsa-mir-151a,hsa-mir-151a,MPP6
hsa-mir-151a,hsa-mir-151a,SERBP1
hsa-mir-151a,hsa-mir-151a,OIP5
hsa-mir-151a,hsa-mir-151a,CHEK1
